id,event_ts,region,product,amount,quantity,status,email,notes,dup_group
592,2026-05-25 18:52:00,South,bravo,128.12,5,active,user592@example.com,note for record 592,grp-42
593,2026-05-25 18:31:00,South,bravo,97.95,4,inactive,user593@example.com,note for record 593,grp-43
594,2026-05-25 10:17:00,West,charlie,119.3,9,inactive,user594@example.com,note for record 594,grp-44
595,2026-05-25 11:17:00,East,delta,102.28,1,pending,user595@example.com,note for record 595,grp-45
596,2026-05-25 09:07:00,West,delta,115.2,3,inactive,user596@example.com,note for record 596,grp-46
597,2026-05-25 08:42:00,West,alpha,78.21,6,inactive,user597@example.com,note for record 597,grp-47
598,2026-05-25 12:11:00,West,alpha,82.45,9,pending,user598@example.com,note for record 598,grp-48
599,2026-05-25 11:14:00,East,delta,96.13,5,inactive,user599@example.com,,grp-49
600,2026-05-25 16:49:00,West,delta,114.61,3,pending,user600@example.com,note for record 600,grp-0
601,2026-05-26 19:52:00,West,alpha,85.64,6,pending,user601@example.com,note for record 601,grp-1
602,2026-05-26 15:45:00,East,charlie,95.69,2,pending,user602@example.com,note for record 602,grp-2
603,2026-05-26 10:06:00,North,delta,119.73,6,pending,user603@example.com,note for record 603,grp-3
604,2026-05-26 17:23:00,North,bravo,112.73,7,pending,user604@example.com,note for record 604,grp-4
605,2026-05-26 10:46:00,West,charlie,106.4,1,inactive,user605@example.com,note for record 605,grp-5
606,2026-05-26 10:14:00,North,charlie,93.09,4,??,user606@example.com,note for record 606,grp-6
607,2026-05-26 08:05:00,West,delta,86.38,4,active,user607@example.com,,grp-7
608,2026-05-26 17:20:00,South,alpha,89.02,5,active,user608@example.com,,grp-8
609,2026-05-26 08:33:00,East,alpha,85.74,5,inactive,user609@example.com,note for record 609,grp-9
610,2026-05-26 12:51:00,South,delta,75.18,10,inactive,user610@example.com,,grp-10
611,2026-05-26 13:06:00,West,alpha,85.86,2,active,user611@example.com,note for record 611,grp-11
612,2026-05-26 13:37:00,West,bravo,128.72,9,pending,user612@example.com,note for record 612,grp-12
613,2026-05-26 18:44:00,East,delta,93.68,10,inactive,user613@example.com,note for record 613,grp-13
614,2026-05-26 18:38:00,South,delta,98.84,6,pending,user614@example.com,note for record 614,grp-14
615,2026-05-26 18:24:00,North,alpha,101.35,4,??,user615@example.com,note for record 615,grp-15
616,2026-05-26 11:32:00,West,delta,112.35,10,inactive,user616@example.com,note for record 616,grp-16
617,2026-05-26 08:11:00,North,charlie,85.44,5,pending,user617@example.com,,grp-17
618,2026-05-26 19:42:00,East,delta,82.25,6,pending,user618@example.com,note for record 618,grp-18
619,2026-05-26 11:18:00,West,alpha,93.4,8,inactive,user619@example.com,note for record 619,grp-19
620,2026-05-26 17:09:00,West,delta,111.92,6,active,user620@example.com,note for record 620,grp-20
621,2026-05-26 20:22:00,South,charlie,91.68,1,inactive,user621@example.com,note for record 621,grp-21
622,2026-05-26 08:31:00,West,bravo,82.82,6,inactive,user622@example.com,note for record 622,grp-22
623,2026-05-26 20:49:00,East,delta,89.39,1,active,user623@example.com,note for record 623,grp-23
624,2026-05-26 13:09:00,East,bravo,127.66,4,active,user624@example.com,note for record 624,grp-24
625,2026-05-26 15:34:00,South,bravo,73.15,9,inactive,user625@example.com,note for record 625,grp-25
626,2026-05-26 13:35:00,North,bravo,98.99,3,active,user626@example.com,note for record 626,grp-26
627,2026-05-26 16:54:00,North,charlie,109.67,1,active,user627@example.com,note for record 627,grp-27
628,2026-05-26 20:43:00,North,charlie,108.61,5,active,user628@example.com,note for record 628,grp-28
629,2026-05-26 12:43:00,East,bravo,74.71,2,active,not-an-email-629,note for record 629,grp-29
630,2026-05-26 16:46:00,South,charlie,94.8,2,inactive,user630@example.com,note for record 630,grp-30
631,2026-05-26 12:50:00,East,delta,91.78,5,active,user631@example.com,note for record 631,grp-31
632,2026-05-26 09:48:00,North,alpha,95.87,7,active,user632@example.com,note for record 632,grp-32
633,2026-05-26 18:44:00,East,charlie,111.99,10,active,user633@example.com,note for record 633,grp-33
634,2026-05-26 17:06:00,West,bravo,80.07,2,pending,user634@example.com,note for record 634,grp-34
635,2026-05-26 19:40:00,South,bravo,84.25,8,pending,user635@example.com,note for record 635,grp-35
636,2026-05-26 11:07:00,East,delta,79.84,6,active,user636@example.com,note for record 636,grp-36
637,2026-05-26 15:52:00,South,alpha,106.92,6,pending,user637@example.com,note for record 637,grp-37
638,2026-05-26 19:05:00,East,delta,89.93,2,inactive,user638@example.com,note for record 638,grp-38
639,2026-05-26 10:42:00,South,delta,114.56,6,inactive,user639@example.com,note for record 639,grp-39
640,2026-05-26 19:50:00,South,alpha,97.59,4,pending,user640@example.com,note for record 640,grp-40
641,2026-05-27 18:06:00,West,bravo,89.04,2,inactive,user641@example.com,note for record 641,grp-41
642,2026-05-27 18:10:00,East,delta,92.45,7,active,user642@example.com,note for record 642,grp-42
643,2026-05-27 17:54:00,South,bravo,117.51,1,inactive,user643@example.com,note for record 643,grp-43
644,2026-05-27 11:20:00,East,charlie,87.82,4,pending,user644@example.com,note for record 644,grp-44
645,2026-05-27 15:25:00,North,delta,93.3,2,inactive,user645@example.com,note for record 645,grp-45
646,2026-05-27 08:54:00,East,alpha,67.36,1,active,user646@example.com,note for record 646,grp-46
647,2026-05-27 14:43:00,West,delta,83.29,7,pending,user647@example.com,note for record 647,grp-47
648,2026-05-27 17:28:00,East,delta,83.25,7,pending,user648@example.com,,grp-48
649,2026-05-27 19:03:00,West,bravo,123.86,8,pending,user649@example.com,note for record 649,grp-49
650,2026-05-27 19:52:00,West,bravo,102.36,10,inactive,user650@example.com,note for record 650,grp-0
651,2026-05-27 14:03:00,West,bravo,102.4,1,inactive,user651@example.com,note for record 651,grp-1
652,2026-05-27 14:15:00,North,delta,115.59,1,active,user652@example.com,note for record 652,grp-2
653,2026-05-27 09:21:00,West,alpha,115.25,5,pending,user653@example.com,note for record 653,grp-3
654,2026-05-27 20:39:00,East,alpha,118.94,2,pending,user654@example.com,note for record 654,grp-4
655,2026-05-27 16:44:00,West,charlie,116.28,6,inactive,user655@example.com,,grp-5
656,2026-05-27 18:11:00,East,alpha,89.09,5,pending,user656@example.com,,grp-6
657,2026-05-27 12:58:00,West,alpha,107.59,5,active,user657@example.com,note for record 657,grp-7
658,2026-05-27 10:15:00,East,charlie,80.43,10,active,user658@example.com,note for record 658,grp-8
659,2026-05-27 18:05:00,South,charlie,98.48,6,active,user659@example.com,note for record 659,grp-9
660,2026-05-27 08:33:00,North,bravo,78.04,6,active,user660@example.com,note for record 660,grp-10
661,2026-05-27 15:02:00,South,bravo,101.41,8,inactive,user661@example.com,note for record 661,grp-11
662,2026-05-27 09:58:00,South,delta,89.03,1,inactive,user662@example.com,note for record 662,grp-12
663,2026-05-27 17:05:00,West,charlie,102.33,7,inactive,not-an-email-663,note for record 663,grp-13
664,2026-05-27 15:39:00,East,alpha,122.63,7,pending,user664@example.com,note for record 664,grp-14
665,2026-05-27 15:22:00,East,charlie,83.25,5,active,user665@example.com,note for record 665,grp-15
666,2026-05-27 15:52:00,South,charlie,86.06,4,active,user666@example.com,,grp-16
667,2026-05-27 08:08:00,North,delta,101.14,2,pending,user667@example.com,note for record 667,grp-17
668,2026-05-27 08:24:00,North,alpha,97.97,10,pending,user668@example.com,note for record 668,grp-18
669,2026-05-27 18:13:00,North,bravo,84.78,2,pending,user669@example.com,note for record 669,grp-19
670,2026-05-27 09:53:00,East,charlie,82.05,3,active,user670@example.com,note for record 670,grp-20
671,2026-05-27 12:43:00,East,bravo,102.79,6,inactive,user671@example.com,note for record 671,grp-21
672,2026-05-27 13:40:00,East,charlie,77.14,1,active,user672@example.com,note for record 672,grp-22
673,2026-05-27 18:24:00,South,delta,83.13,2,pending,user673@example.com,note for record 673,grp-23
674,2026-05-27 12:25:00,North,alpha,113.49,2,pending,user674@example.com,note for record 674,grp-24
675,2026-05-27 16:29:00,West,charlie,112.73,1,inactive,user675@example.com,note for record 675,grp-25
676,2026-05-27 16:47:00,West,delta,117.26,8,pending,user676@example.com,note for record 676,grp-26
677,2026-05-27 17:13:00,North,charlie,102.23,8,inactive,user677@example.com,note for record 677,grp-27
678,2026-05-27 19:02:00,East,charlie,114.61,2,inactive,user678@example.com,note for record 678,grp-28
679,2026-05-27 11:27:00,South,charlie,101.89,7,active,user679@example.com,note for record 679,grp-29
680,2026-05-27 09:26:00,South,bravo,103.81,8,??,user680@example.com,note for record 680,grp-30
681,2026-05-28 12:04:00,East,delta,94.6,9,inactive,user681@example.com,,grp-31
682,2026-05-28 13:47:00,East,alpha,100.37,1,active,user682@example.com,note for record 682,grp-32
683,2026-05-28 15:49:00,South,bravo,128.19,9,active,user683@example.com,note for record 683,grp-33
684,2026-05-28 08:19:00,North,bravo,88.86,8,active,not-an-email-684,note for record 684,grp-34
685,2026-05-28 13:14:00,South,alpha,102.92,10,active,user685@example.com,note for record 685,grp-35
686,2026-05-28 18:30:00,North,bravo,93.87,4,pending,user686@example.com,note for record 686,grp-36
687,2026-05-28 19:40:00,North,bravo,92.76,4,active,user687@example.com,note for record 687,grp-37
688,2026-05-28 10:52:00,South,delta,96.25,6,pending,user688@example.com,,grp-38
689,2026-05-28 18:47:00,West,alpha,80.21,1,??,user689@example.com,,grp-39
690,2026-05-28 19:07:00,East,delta,83.11,10,inactive,user690@example.com,note for record 690,grp-40
691,2026-05-28 18:55:00,South,alpha,97.85,4,pending,user691@example.com,note for record 691,grp-41
692,2026-05-28 18:42:00,East,delta,116.27,5,??,user692@example.com,note for record 692,grp-42
693,2026-05-28 17:02:00,South,delta,120.61,9,pending,user693@example.com,,grp-43
694,2026-05-28 09:55:00,West,delta,96.97,3,pending,user694@example.com,,grp-44
695,2026-05-28 14:12:00,West,alpha,96.5,6,active,user695@example.com,note for record 695,grp-45
696,2026-05-28 08:29:00,North,alpha,115.63,8,pending,user696@example.com,note for record 696,grp-46
697,2026-05-28 15:09:00,South,alpha,107.14,6,active,user697@example.com,note for record 697,grp-47
698,2026-05-28 11:24:00,South,alpha,121.39,7,inactive,user698@example.com,note for record 698,grp-48
699,2026-05-28 11:41:00,East,bravo,114.86,7,active,user699@example.com,note for record 699,grp-49
700,2026-05-28 11:27:00,South,alpha,92.77,6,active,user700@example.com,note for record 700,grp-0
701,2026-05-28 15:56:00,South,charlie,91.12,6,pending,user701@example.com,note for record 701,grp-1
702,2026-05-28 17:51:00,South,alpha,102.37,9,pending,user702@example.com,note for record 702,grp-2
703,2026-05-28 18:05:00,West,bravo,83.51,1,inactive,user703@example.com,note for record 703,grp-3
704,2026-05-28 18:05:00,North,delta,102.77,3,active,user704@example.com,note for record 704,grp-4
705,2026-05-28 16:36:00,North,delta,118.05,8,active,user705@example.com,,grp-5
706,2026-05-28 20:29:00,South,bravo,103.87,7,active,user706@example.com,,grp-6
707,2026-05-28 16:11:00,North,delta,95.66,8,active,user707@example.com,note for record 707,grp-7
708,2026-05-28 14:19:00,North,alpha,92.22,8,pending,user708@example.com,,grp-8
709,2026-05-28 15:16:00,South,alpha,100.42,10,inactive,user709@example.com,,grp-9
710,2026-05-28 19:30:00,North,alpha,76.79,6,inactive,user710@example.com,note for record 710,grp-10
711,2026-05-28 10:59:00,South,bravo,86.01,9,active,user711@example.com,note for record 711,grp-11
712,2026-05-28 20:35:00,South,bravo,81.2,10,inactive,user712@example.com,note for record 712,grp-12
713,2026-05-28 08:55:00,North,delta,112.72,8,pending,user713@example.com,note for record 713,grp-13
714,2026-05-28 15:42:00,East,alpha,105.35,10,inactive,user714@example.com,note for record 714,grp-14
715,2026-05-28 11:03:00,South,charlie,91.03,2,active,user715@example.com,note for record 715,grp-15
716,2026-05-28 16:53:00,East,delta,136.49,1,pending,user716@example.com,note for record 716,grp-16
717,2026-05-28 15:10:00,South,alpha,79.75,5,??,user717@example.com,note for record 717,grp-17
718,2026-05-28 16:52:00,West,charlie,107.45,6,inactive,user718@example.com,note for record 718,grp-18
719,2026-05-28 17:02:00,South,charlie,108.89,5,inactive,user719@example.com,note for record 719,grp-19
720,2026-05-28 12:55:00,South,charlie,86.36,1,active,user720@example.com,note for record 720,grp-20
721,2026-05-29 17:08:00,South,bravo,91.14,3,inactive,user721@example.com,note for record 721,grp-21
722,2026-05-29 14:18:00,South,alpha,139.37,3,inactive,user722@example.com,note for record 722,grp-22
723,2026-05-29 10:46:00,West,delta,92.54,1,inactive,user723@example.com,note for record 723,grp-23
724,2026-05-29 20:36:00,East,charlie,98.4,9,inactive,user724@example.com,note for record 724,grp-24
725,2026-05-29 17:47:00,East,alpha,86.59,8,active,user725@example.com,note for record 725,grp-25
726,2026-05-29 13:15:00,West,bravo,76.69,1,active,user726@example.com,note for record 726,grp-26
727,2026-05-29 11:19:00,South,alpha,90.8,5,inactive,user727@example.com,note for record 727,grp-27
728,2026-05-29 16:44:00,South,delta,94.68,7,pending,user728@example.com,,grp-28
729,2026-05-29 19:22:00,East,delta,94.55,7,inactive,user729@example.com,note for record 729,grp-29
730,2026-05-29 15:36:00,North,bravo,106.5,9,inactive,user730@example.com,note for record 730,grp-30
731,2026-05-29 15:33:00,West,bravo,93.47,7,pending,user731@example.com,note for record 731,grp-31
732,2026-05-29 16:06:00,East,alpha,126.36,9,pending,user732@example.com,,grp-32
733,2026-05-29 14:59:00,West,bravo,92.29,3,inactive,user733@example.com,note for record 733,grp-33
734,2026-05-29 13:09:00,East,delta,90.82,10,inactive,user734@example.com,note for record 734,grp-34
735,2026-05-29 10:37:00,North,charlie,97.02,8,inactive,user735@example.com,note for record 735,grp-35
736,2026-05-29 08:29:00,East,delta,137.38,2,active,user736@example.com,note for record 736,grp-36
737,2026-05-29 16:12:00,North,charlie,72.32,8,pending,not-an-email-737,note for record 737,grp-37
738,2026-05-29 17:55:00,South,charlie,87.9,1,pending,user738@example.com,note for record 738,grp-38
739,2026-05-29 12:39:00,North,charlie,86.28,6,pending,user739@example.com,note for record 739,grp-39
740,2026-05-29 18:43:00,North,bravo,116.34,3,inactive,user740@example.com,note for record 740,grp-40
741,2026-05-29 13:08:00,North,charlie,96.88,6,active,user741@example.com,note for record 741,grp-41
742,2026-05-29 16:16:00,East,bravo,123.0,7,active,user742@example.com,note for record 742,grp-42
743,2026-05-29 17:32:00,North,delta,78.58,9,active,user743@example.com,note for record 743,grp-43
744,2026-05-29 08:17:00,East,charlie,81.49,8,active,user744@example.com,note for record 744,grp-44
745,2026-05-29 18:11:00,East,alpha,60.67,3,active,user745@example.com,note for record 745,grp-45
746,2026-05-29 10:25:00,East,bravo,94.25,4,active,user746@example.com,note for record 746,grp-46
747,2026-05-29 09:54:00,North,bravo,122.87,7,pending,user747@example.com,,grp-47
748,2026-05-29 10:01:00,North,alpha,112.15,5,active,user748@example.com,note for record 748,grp-48
749,2026-05-29 18:16:00,East,alpha,108.93,3,pending,user749@example.com,note for record 749,grp-49
750,2026-05-29 13:56:00,South,bravo,131.01,6,active,user750@example.com,note for record 750,grp-0
751,2026-05-29 08:14:00,South,alpha,76.6,5,active,user751@example.com,note for record 751,grp-1
752,2026-05-29 20:04:00,East,bravo,95.71,8,active,user752@example.com,note for record 752,grp-2
753,2026-05-29 14:28:00,North,charlie,83.99,7,active,user753@example.com,note for record 753,grp-3
754,2026-05-29 14:09:00,North,alpha,108.28,5,active,user754@example.com,note for record 754,grp-4
755,2026-05-29 20:33:00,South,delta,84.42,8,inactive,user755@example.com,,grp-5
756,2026-05-29 16:07:00,South,alpha,137.94,6,inactive,user756@example.com,note for record 756,grp-6
757,2026-05-29 16:55:00,West,delta,96.56,3,active,user757@example.com,note for record 757,grp-7
758,2026-05-29 10:52:00,East,bravo,94.69,2,pending,user758@example.com,note for record 758,grp-8
759,2026-05-29 11:58:00,East,delta,112.68,5,pending,user759@example.com,note for record 759,grp-9
760,2026-05-29 16:16:00,East,bravo,79.49,9,active,user760@example.com,note for record 760,grp-10
761,2026-05-30 11:56:00,North,alpha,94.42,2,active,user761@example.com,note for record 761,grp-11
762,2026-05-30 19:35:00,South,charlie,94.18,6,active,user762@example.com,note for record 762,grp-12
763,2026-05-30 16:52:00,East,delta,102.93,4,inactive,user763@example.com,note for record 763,grp-13
764,2026-05-30 17:13:00,North,alpha,73.55,9,active,user764@example.com,note for record 764,grp-14
765,2026-05-30 14:25:00,East,bravo,96.2,3,active,user765@example.com,note for record 765,grp-15
766,2026-05-30 09:52:00,West,delta,101.43,10,active,user766@example.com,note for record 766,grp-16
767,2026-05-30 16:26:00,East,charlie,87.71,6,pending,user767@example.com,note for record 767,grp-17
768,2026-05-30 13:57:00,North,charlie,92.09,10,inactive,user768@example.com,note for record 768,grp-18
769,2026-05-30 13:59:00,East,alpha,110.53,4,active,user769@example.com,note for record 769,grp-19
770,2026-05-30 10:53:00,East,alpha,103.9,1,inactive,user770@example.com,note for record 770,grp-20
771,2026-05-30 12:33:00,East,delta,116.76,1,inactive,user771@example.com,note for record 771,grp-21
772,2026-05-30 09:42:00,East,delta,102.16,4,pending,user772@example.com,note for record 772,grp-22
773,2026-05-30 14:12:00,South,charlie,109.88,2,inactive,user773@example.com,note for record 773,grp-23
774,2026-05-30 11:51:00,North,alpha,98.08,10,inactive,user774@example.com,note for record 774,grp-24
775,2026-05-30 16:06:00,East,charlie,87.57,2,pending,user775@example.com,note for record 775,grp-25
776,2026-05-30 12:17:00,West,bravo,106.13,10,pending,user776@example.com,note for record 776,grp-26
777,2026-05-30 17:50:00,East,delta,77.94,8,pending,user777@example.com,note for record 777,grp-27
778,2026-05-30 14:13:00,South,bravo,100.11,8,pending,user778@example.com,note for record 778,grp-28
779,2026-05-30 15:00:00,South,delta,88.19,2,inactive,user779@example.com,note for record 779,grp-29
780,2026-05-30 18:15:00,West,bravo,125.66,4,active,user780@example.com,note for record 780,grp-30
781,2026-05-30 13:17:00,West,alpha,81.27,7,inactive,user781@example.com,note for record 781,grp-31
782,2026-05-30 12:44:00,South,alpha,104.29,9,inactive,user782@example.com,,grp-32
783,2026-05-30 09:25:00,West,charlie,95.07,2,active,user783@example.com,note for record 783,grp-33
784,2026-05-30 10:23:00,North,alpha,111.61,4,pending,user784@example.com,note for record 784,grp-34
785,2026-05-30 12:17:00,North,charlie,93.48,10,pending,user785@example.com,note for record 785,grp-35
786,2026-05-30 20:41:00,West,bravo,100.15,4,active,user786@example.com,note for record 786,grp-36
787,2026-05-30 14:58:00,East,alpha,99.46,8,inactive,user787@example.com,note for record 787,grp-37
788,2026-05-30 12:44:00,East,delta,120.01,3,inactive,user788@example.com,note for record 788,grp-38
789,2026-05-30 18:20:00,South,charlie,124.02,1,inactive,user789@example.com,note for record 789,grp-39
790,2026-05-30 19:41:00,South,delta,105.34,2,inactive,user790@example.com,note for record 790,grp-40
791,2026-05-30 13:08:00,East,bravo,123.53,4,active,user791@example.com,note for record 791,grp-41
792,2026-05-30 18:59:00,North,charlie,114.99,7,inactive,user792@example.com,note for record 792,grp-42
793,2026-05-30 13:40:00,South,charlie,93.75,2,inactive,user793@example.com,note for record 793,grp-43
794,2026-05-30 17:20:00,West,alpha,69.95,6,pending,user794@example.com,note for record 794,grp-44
795,2026-05-30 18:56:00,East,alpha,109.96,5,active,user795@example.com,note for record 795,grp-45
796,2026-05-30 19:04:00,West,charlie,111.45,3,pending,user796@example.com,note for record 796,grp-46
797,2026-05-30 18:07:00,North,delta,112.47,4,inactive,user797@example.com,note for record 797,grp-47
798,2026-05-30 17:44:00,North,alpha,76.18,4,pending,user798@example.com,note for record 798,grp-48
799,2026-05-30 09:31:00,North,delta,109.84,3,pending,user799@example.com,,grp-49
800,2026-05-30 14:16:00,North,alpha,98.39,3,inactive,user800@example.com,note for record 800,grp-0
801,2026-05-31 19:29:00,South,charlie,89.31,4,inactive,user801@example.com,note for record 801,grp-1
802,2026-05-31 11:31:00,South,charlie,100.39,10,active,user802@example.com,note for record 802,grp-2
803,2026-05-31 10:29:00,West,bravo,140.33,4,pending,user803@example.com,,grp-3
804,2026-05-31 16:00:00,East,delta,107.37,3,pending,user804@example.com,note for record 804,grp-4
805,2026-05-31 18:11:00,North,charlie,99.74,1,inactive,user805@example.com,note for record 805,grp-5
806,2026-05-31 19:26:00,North,alpha,106.71,10,pending,user806@example.com,note for record 806,grp-6
807,2026-05-31 19:27:00,North,bravo,72.89,9,pending,user807@example.com,note for record 807,grp-7
808,2026-05-31 15:59:00,North,charlie,128.54,3,inactive,user808@example.com,note for record 808,grp-8
809,2026-05-31 08:45:00,East,delta,117.48,5,inactive,user809@example.com,note for record 809,grp-9
810,2026-05-31 12:30:00,East,delta,97.63,9,inactive,user810@example.com,note for record 810,grp-10
811,2026-05-31 10:34:00,North,bravo,68.1,8,active,user811@example.com,note for record 811,grp-11
812,2026-05-31 10:47:00,West,alpha,88.36,8,inactive,user812@example.com,note for record 812,grp-12
813,2026-05-31 20:06:00,South,alpha,84.6,2,active,user813@example.com,note for record 813,grp-13
814,2026-05-31 10:52:00,East,bravo,93.81,9,active,user814@example.com,note for record 814,grp-14
815,2026-05-31 15:06:00,North,charlie,109.9,8,??,user815@example.com,note for record 815,grp-15
816,2026-05-31 14:43:00,North,charlie,94.59,6,active,user816@example.com,note for record 816,grp-16
817,2026-05-31 16:11:00,North,charlie,64.16,10,pending,user817@example.com,note for record 817,grp-17
818,2026-05-31 20:29:00,South,bravo,110.64,10,pending,user818@example.com,note for record 818,grp-18
819,2026-05-31 20:41:00,North,delta,133.36,7,active,user819@example.com,note for record 819,grp-19
820,2026-05-31 09:31:00,South,bravo,115.89,1,inactive,user820@example.com,note for record 820,grp-20
821,2026-05-31 19:09:00,East,bravo,107.16,7,active,user821@example.com,note for record 821,grp-21
822,2026-05-31 16:21:00,West,delta,110.41,8,pending,user822@example.com,note for record 822,grp-22
823,2026-05-31 14:17:00,North,alpha,87.92,7,inactive,user823@example.com,note for record 823,grp-23
824,2026-05-31 20:10:00,West,alpha,89.5,3,inactive,user824@example.com,note for record 824,grp-24
825,2026-05-31 13:07:00,South,delta,104.67,5,active,user825@example.com,note for record 825,grp-25
826,2026-05-31 16:45:00,West,delta,106.31,2,pending,user826@example.com,note for record 826,grp-26
827,2026-05-31 14:03:00,North,alpha,99.81,9,inactive,user827@example.com,note for record 827,grp-27
828,2026-05-31 14:42:00,North,delta,106.19,1,inactive,user828@example.com,note for record 828,grp-28
829,2026-05-31 20:55:00,East,bravo,89.93,5,active,user829@example.com,note for record 829,grp-29
830,2026-05-31 19:29:00,West,alpha,81.6,2,??,user830@example.com,note for record 830,grp-30
831,2026-05-31 16:08:00,West,charlie,85.19,10,pending,user831@example.com,note for record 831,grp-31
832,2026-05-31 19:46:00,East,alpha,103.79,7,active,user832@example.com,note for record 832,grp-32
833,2026-05-31 19:52:00,West,bravo,129.18,4,inactive,user833@example.com,note for record 833,grp-33
834,2026-05-31 17:11:00,North,charlie,94.53,4,active,user834@example.com,,grp-34
835,2026-05-31 10:50:00,West,delta,120.1,8,??,user835@example.com,note for record 835,grp-35
836,2026-05-31 13:01:00,West,alpha,85.86,10,active,user836@example.com,note for record 836,grp-36
837,2026-05-31 15:05:00,East,alpha,114.24,10,inactive,user837@example.com,note for record 837,grp-37
838,2026-05-31 19:34:00,South,alpha,80.04,8,inactive,user838@example.com,note for record 838,grp-38
839,2026-05-31 12:34:00,North,delta,112.19,8,pending,user839@example.com,note for record 839,grp-39
840,2026-05-31 08:21:00,East,bravo,90.28,3,inactive,user840@example.com,note for record 840,grp-40
841,2026-06-01 19:41:00,South,charlie,89.18,8,inactive,user841@example.com,note for record 841,grp-41
842,2026-06-01 19:29:00,West,bravo,117.25,6,inactive,user842@example.com,,grp-42
843,2026-06-01 16:14:00,West,alpha,106.89,10,inactive,user843@example.com,note for record 843,grp-43
844,2026-06-01 08:48:00,East,charlie,107.26,1,active,user844@example.com,note for record 844,grp-44
845,2026-06-01 16:35:00,North,bravo,105.33,7,active,user845@example.com,note for record 845,grp-45
846,2026-06-01 14:03:00,East,bravo,101.09,1,pending,user846@example.com,note for record 846,grp-46
847,2026-06-01 08:51:00,North,alpha,114.42,8,pending,user847@example.com,note for record 847,grp-47
848,2026-06-01 17:35:00,North,bravo,92.84,1,active,user848@example.com,note for record 848,grp-48
849,2026-06-01 12:59:00,North,bravo,93.4,8,inactive,user849@example.com,note for record 849,grp-49
850,2026-06-01 11:26:00,West,alpha,75.46,8,inactive,user850@example.com,note for record 850,grp-0
851,2026-06-01 09:27:00,East,bravo,97.61,7,pending,user851@example.com,note for record 851,grp-1
852,2026-06-01 15:19:00,West,delta,123.65,7,pending,user852@example.com,note for record 852,grp-2
853,2026-06-01 08:30:00,North,alpha,75.93,9,inactive,user853@example.com,note for record 853,grp-3
854,2026-06-01 09:02:00,North,bravo,109.08,7,active,user854@example.com,note for record 854,grp-4
855,2026-06-01 19:16:00,West,charlie,128.6,7,inactive,user855@example.com,,grp-5
856,2026-06-01 12:46:00,South,delta,71.69,9,active,user856@example.com,note for record 856,grp-6
857,2026-06-01 18:33:00,South,charlie,86.61,7,pending,user857@example.com,note for record 857,grp-7
858,2026-06-01 20:37:00,East,bravo,81.06,3,pending,user858@example.com,note for record 858,grp-8
859,2026-06-01 18:50:00,East,bravo,101.91,9,inactive,user859@example.com,note for record 859,grp-9
860,2026-06-01 09:53:00,East,charlie,103.01,1,inactive,user860@example.com,note for record 860,grp-10
861,2026-06-01 10:07:00,West,charlie,81.45,1,pending,user861@example.com,note for record 861,grp-11
862,2026-06-01 18:42:00,South,charlie,106.19,9,pending,user862@example.com,note for record 862,grp-12
863,2026-06-01 19:28:00,North,charlie,109.31,4,active,user863@example.com,note for record 863,grp-13
864,2026-06-01 09:40:00,West,delta,111.25,3,active,user864@example.com,note for record 864,grp-14
865,2026-06-01 11:39:00,West,delta,86.41,9,pending,user865@example.com,note for record 865,grp-15
866,2026-06-01 15:30:00,West,bravo,104.78,8,active,user866@example.com,note for record 866,grp-16
867,2026-06-01 20:01:00,West,delta,81.65,4,??,user867@example.com,note for record 867,grp-17
868,2026-06-01 10:01:00,West,alpha,98.48,10,pending,user868@example.com,note for record 868,grp-18
869,2026-06-01 10:00:00,East,delta,68.17,5,??,user869@example.com,note for record 869,grp-19
870,2026-06-01 15:11:00,East,charlie,133.28,1,pending,user870@example.com,note for record 870,grp-20
871,2026-06-01 13:57:00,East,delta,104.13,8,inactive,user871@example.com,note for record 871,grp-21
872,2026-06-01 18:20:00,South,delta,101.87,3,pending,user872@example.com,note for record 872,grp-22
873,2026-06-01 13:33:00,West,delta,117.78,10,inactive,user873@example.com,,grp-23
874,2026-06-01 19:26:00,East,alpha,111.18,8,pending,user874@example.com,note for record 874,grp-24
875,2026-06-01 20:04:00,North,bravo,92.2,9,pending,user875@example.com,,grp-25
876,2026-06-01 17:43:00,South,delta,120.13,9,active,user876@example.com,note for record 876,grp-26
877,2026-06-01 11:04:00,South,delta,111.69,4,pending,user877@example.com,note for record 877,grp-27
878,2026-06-01 08:46:00,North,charlie,97.18,8,inactive,user878@example.com,note for record 878,grp-28
879,2026-06-01 14:31:00,South,charlie,99.67,2,inactive,user879@example.com,note for record 879,grp-29
880,2026-06-01 14:57:00,North,charlie,107.39,3,pending,user880@example.com,note for record 880,grp-30
881,2026-06-02 13:27:00,West,alpha,179.83,5,active,user881@example.com,note for record 881,grp-31
882,2026-06-02 16:24:00,West,alpha,184.75,9,inactive,user882@example.com,note for record 882,grp-32
883,2026-06-02 16:15:00,East,alpha,180.9,1,pending,user883@example.com,note for record 883,grp-33
884,2026-06-02 17:41:00,West,alpha,163.84,7,pending,user884@example.com,note for record 884,grp-34
885,2026-06-02 14:22:00,West,delta,151.19,4,inactive,user885@example.com,note for record 885,grp-35
886,2026-06-02 19:08:00,North,alpha,157.71,3,inactive,user886@example.com,note for record 886,grp-36
